174;STUVA / FRITIDS;Beds;1990.0
175;SVÄRTA;Beds;875.0
176;PLATSA;Beds;1611.0
177;GRÖNLID;Beds;3595.0
178;VITVAL;Beds;1295.0
179;GRÖNLID;Beds;7610.0
180;BRIMNES;Beds;1795.0
181;SLÄKT;Beds;295.0
182;NORDLI;Beds;695.0
183;DELAKTIG;Beds;2095.0
184;GONATT;Beds;1095.0
185;BRENNÅSEN;Beds;30.0
186;BRÅTHULT;Beds;1991.0
187;PLATSA;Beds;2210.0
188;SVÄRTA;Beds;1175.0
189;NYHAMN;Beds;1445.0
190;LIDHULT;Beds;9585.0
191;BURFJORD;Beds;40.0
192;VALLENTUNA;Beds;4488.0
193;VITVAL;Beds;1195.0
194;VALLENTUNA;Beds;5780.0
195;LIDHULT;Beds;3340.0
196;DELAKTIG;Beds;495.0
197;GULLIVER;Beds;595.0
198;DELAKTIG;Beds;200.0
199;FLOTTEBO;Beds;2236.0
200;DELAKTIG;Beds;1800.0
201;VIMLE;Beds;4645.0
202;NYHAMN;Beds;1295.0
203;SULTAN;Beds;50.0
204;BÅTSFJORD;Beds;30.0
205;KONGSFJORD;Beds;8356.0
206;FLEKKE;Beds;2185.0
207;SUNDVIK;Beds;695.0
208;SANDBACKEN;Beds;1841.0
209;HOLMSUND;Beds;2995.0
210;VALLENTUNA;Beds;4320.0
211;FLOTTEBO;Beds;1596.0
212;NYHAMN;Beds;1520.0
213;SVÄRTA;Beds;300.0
214;LIDHULT;Beds;7785.0
215;GRÖNLID;Beds;4270.0
216;STUVA / FRITIDS;Beds;2025.0
217;LYCKSELE HÅVET;Beds;795.0
218;SUNDVIK;Beds;695.0
219;FRIHETEN;Beds;1845.0
220;VIMLE;Beds;2945.0
221;GRÖNLID;Beds;4790.0
222;BJORLI;Beds;40.0
223;SLÄKT;Beds;75.0
224;KURA;Beds;125.0
225;KURA;Beds;125.0
226;VALLENTUNA;Beds;4036.0
227;LIDHULT;Beds;4841.0
228;BRATTVÅG;Beds;50.0
229;VALLENTUNA;Beds;2932.0
230;GRÖNLID;Beds;4390.0
231;LYCKSELE MURBO;Beds;695.0
232;STUVA / FRITIDS;Beds;995.0
233;VITVAL;Beds;995.0
234;VIMLE;Beds;3355.0
235;FLOTTEBO;Beds;1676.0
236;LYCKSELE LÖVÅS;Beds;1345.0
237;GRÖNLID;Beds;6110.0
238;VIMLE;Beds;7765.0
239;LIDHULT;Beds;4040.0
240;VIMLE;Beds;4120.0
241;VIMLE;Beds;4265.0
242;STUVA / FRITIDS;Beds;995.0
243;STUVA / FÖLJA;Beds;1980.0
244;GONATT;Beds;1095.0
245;SUFFLETT;Beds;85.0
246;STUVA / FRITIDS;Beds;995.0
247;FLOTTEBO;Beds;1996.0
248;LIDHULT;Beds;5840.0
249;LYCKSELE HÅVET;Beds;1645.0
250;GRÖNLID;Beds;3145.0
251;LIDHULT;Beds;7873.0
252;STUVA / FÖLJA;Beds;985.0
253;LIDHULT;Beds;5553.0
254;STUVA / FRITIDS;Beds;995.0
255;JONAXEL;Bookcases & shelving units;135.0
256;OLAUS;Bookcases & shelving units;290.0
257;JONAXEL;Bookcases & shelving units;915.0
258;KOLBJÖRN;Bookcases & shelving units;345.0
259;JONAXEL;Bookcases & shelving units;375.0
260;IVAR;Bookcases & shelving units;1385.0
261;GERSBY;Bookcases & shelving units;95.0
262;KALLAX;Bookcases & shelving units;115.0
263;LACK;Bookcases & shelving units;199.0
264;HYLLIS;Bookcases & shelving units;59.0
265;KALLAX;Bookcases & shelving units;250.0
266;JONAXEL;Bookcases & shelving units;175.0
267;HYLLIS;Bookcases & shelving units;39.0
268;LACK;Bookcases & shelving units;39.0
269;LAIVA;Bookcases & shelving units;85.0
270;SVALNÄS;Bookcases & shelving units;270.0
271;KALLAX;Bookcases & shelving units;30.0
272;VITTSJÖ;Bookcases & shelving units;245.0
273;BILLY;Bookcases & shelving units;185.0
274;BILLY;Bookcases & shelving units;145.0
275;JONAXEL;Bookcases & shelving units;75.0
276;HYLLIS;Bookcases & shelving units;137.0
277;KALLAX;Bookcases & shelving units;450.0
278;IVAR;Bookcases & shelving units;35.0
279;KALLAX;Bookcases & shelving units;195.0
280;VITTSJÖ;Bookcases & shelving units;225.0
281;HEJNE;Bookcases & shelving units;165.0
282;LOMMARP;Bookcases & shelving units;476.0
283;IVAR;Bookcases & shelving units;295.0
284;FJÄLLBO;Bookcases & shelving units;495.0
285;OBSERVATÖR;Bookcases & shelving units;15.0
286;KALLAX;Bookcases & shelving units;500.0
287;BILLY;Bookcases & shelving units;95.0
288;EKET;Bookcases & shelving units;656.0
289;BILLY;Bookcases & shelving units;1510.0
290;LACK;Bookcases & shelving units;99.0
291;EKET;Bookcases & shelving units;220.0
292;GNEDBY;Bookcases & shelving units;125.0
293;LIATORP;Bookcases & shelving units;450.0
294;BESTÅ;Bookcases & shelving units;25.0
295;LACK;Bookcases & shelving units;19.0
296;IVAR;Bookcases & shelving units;570.0
297;EKET;Bookcases & shelving units;620.0
298;BILLY / OXBERG;Bookcases & shelving units;915.0
299;HEJNE;Bookcases & shelving units;45.0
300;FINNBY;Bookcases & shelving units;149.0
301;VITTSJÖ;Bookcases & shelving units;395.0
302;BILLY / OXBERG;Bookcases & shelving units;385.0
303;IVAR;Bookcases & shelving units;345.0
304;VILTO;Bookcases & shelving units;275.0
305;BILLY;Bookcases & shelving units;115.0
306;KALLAX;Bookcases & shelving units;725.0
307;SVALNÄS;Bookcases & shelving units;90.0
308;BILLY / OXBERG;Bookcases & shelving units;575.0
309;EKET;Bookcases & shelving units;400.0
310;JONAXEL;Bookcases & shelving units;135.0
311;VITTSJÖ;Bookcases & shelving units;554.0
312;BESTÅ;Bookcases & shelving units;920.0
313;FJÄLLBO;Bookcases & shelving units;295.0
314;OLAUS;Bookcases & shelving units;19.0
315;HEMNES;Bookcases & shelving units;796.0
316;BILLY / OXBERG;Bookcases & shelving units;340.0
317;KALLAX;Bookcases & shelving units;345.0
318;HYLLIS;Bookcases & shelving units;84.0
319;BILLY / OXBERG;Bookcases & shelving units;315.0
320;KALLAX;Bookcases & shelving units;115.0
321;BRUSALI;Bookcases & shelving units;237.0
322;KALLAX;Bookcases & shelving units;450.0
323;BESTÅ / EKET;Bookcases & shelving units;1719.0
324;STUK;Bookcases & shelving units;35.0
325;JONAXEL;Bookcases & shelving units;15.0
326;BESTÅ;Bookcases & shelving units;25.0
327;KALLAX;Bookcases & shelving units;395.0
328;BRIMNES;Bookcases & shelving units;445.0
329;BILLY;Bookcases & shelving units;50.0
330;OLAUS;Bookcases & shelving units;145.0
331;BOTTNA;Bookcases & shelving units;15.0
332;BILLY;Bookcases & shelving units;345.0
333;IVAR;Bookcases & shelving units;420.0
334;EKET;Bookcases & shelving units;250.0
335;ALGOT;Bookcases & shelving units;15.6
336;KOLBJÖRN;Bookcases & shelving units;345.0
337;MOSTORP;Bookcases & shelving units;417.0
338;BILLY;Bookcases & shelving units;516.0
339;OBSERVATÖR;Bookcases & shelving units;15.0
340;BILLY;Bookcases & shelving units;585.0
341;FJÄLLBO;Bookcases & shelving units;495.0
342;KOLBJÖRN;Bookcases & shelving units;695.0
343;IVAR;Bookcases & shelving units;440.0
344;VITTSJÖ;Bookcases & shelving units;695.0
345;ALGOT;Bookcases & shelving units;509.0
346;EDVALLA;Bookcases & shelving units;25.0
347;BILLY;Bookcases & shelving units;370.0
348;JONAXEL;Bookcases & shelving units;180.0
349;KALLAX;Bookcases & shelving units;595.0
350;ALGOT;Bookcases & shelving units;196.0
351;EKET;Bookcases & shelving units;640.0
352;KALLAX;Bookcases & shelving units;495.0
353;EKET;Bookcases & shelving units;435.0
354;EKET;Bookcases & shelving units;978.0
355;ALGOT;Bookcases & shelving units;18.0
356;OLAUS;Bookcases & shelving units;772.0
357;KALLAX;Bookcases & shelving units;215.0
358;BILLY / BOTTNA;Bookcases & shelving units;140.0
359;LIATORP;Bookcases & shelving units;4335.0
360;HYLLIS;Bookcases & shelving units;51.0
361;VITTSJÖ;Bookcases & shelving units;620.0
362;EKET;Bookcases & shelving units;265.0
363;KOLBJÖRN;Bookcases & shelving units;225.0
364;EKET;Bookcases & shelving units;80.0
365;IVAR;Bookcases & shelving units;275.0
366;EKET;Bookcases & shelving units;235.0
367;EKET;Bookcases & shelving units;347.0
368;VITTSJÖ;Bookcases & shelving units;490.0
369;BESTÅ;Bookcases & shelving units;1235.0
370;KALLAX;Bookcases & shelving units;350.0
371;STUK;Bookcases & shelving units;35.0
372;HEJNE;Bookcases & shelving units;705.0
373;JONAXEL;Bookcases & shelving units;55.0
374;ALGOT;Bookcases & shelving units;6.0
375;MORLIDEN;Bookcases & shelving units;200.0
376;BESTÅ;Bookcases & shelving units;925.0
377;LIATORP;Bookcases & shelving units;995.0
378;BESTÅ;Bookcases & shelving units;1620.0
379;BROR;Bookcases & shelving units;15.0
380;BILLY;Bookcases & shelving units;285.0
381;BESTÅ;Bookcases & shelving units;1820.0
382;HYLLIS;Bookcases & shelving units;12.0
383;SVALNÄS;Bookcases & shelving units;80.0
384;BILLY / OXBERG;Bookcases & shelving units;470.0
385;BILLY / OXBERG;Bookcases & shelving units;290.0
386;IVAR;Bookcases & shelving units;310.0
387;ENETRI;Bookcases & shelving units;412.0
388;BESTÅ;Bookcases & shelving units;2470.0
389;GUBBARP;Bookcases & shelving units;3.0
390;ALGOT;Bookcases & shelving units;6.0
391;JONAXEL;Bookcases & shelving units;20.0
392;JONAXEL;Bookcases & shelving units;160.0
393;BESTÅ;Bookcases & shelving units;1725.0
394;BILLY / OXBERG;Bookcases & shelving units;1150.0
395;EKET;Bookcases & shelving units;45.0
396;IVAR;Bookcases & shelving units;625.0
397;BILLY / OXBERG;Bookcases & shelving units;505.0
398;HEMNES;Bookcases & shelving units;3986.0
399;BILLY;Bookcases & shelving units;795.0
400;IVAR;Bookcases & shelving units;335.0
401;IVAR;Bookcases & shelving units;1275.0
402;BESTÅ;Bookcases & shelving units;170.0
403;KOLBJÖRN;Bookcases & shelving units;570.0
404;ALGOT;Bookcases & shelving units;529.0
405;EKET;Bookcases & shelving units;236.0
406;JONAXEL;Bookcases & shelving units;15.0
407;JONAXEL;Bookcases & shelving units;25.0
408;SVALNÄS;Bookcases & shelving units;620.0
409;VITTSJÖ;Bookcases & shelving units;609.0
410;BILLY / GNEDBY;Bookcases & shelving units;940.0
411;BILLY / OXBERG;Bookcases & shelving units;2295.0
412;EKET;Bookcases & shelving units;99.0
413;BROR;Bookcases & shelving units;445.0
414;ALGOT;Bookcases & shelving units;29.0
415;IVAR;Bookcases & shelving units;235.0
416;KALLAX;Bookcases & shelving units;50.0
417;IVAR;Bookcases & shelving units;795.0
418;BESTÅ;Bookcases & shelving units;420.0
419;FIXA;Bookcases & shelving units;5.6
420;JONAXEL;Bookcases & shelving units;585.0
421;BESTÅ;Bookcases & shelving units;100.0
422;EKET;Bookcases & shelving units;1002.0
423;EKET;Bookcases & shelving units;65.0
424;OBSERVATÖR;Bookcases & shelving units;5.0
425;KALLAX;Bookcases & shelving units;75.0
426;SVALNÄS;Bookcases & shelving units;70.0
427;JONAXEL;Bookcases & shelving units;230.0
428;BILLY / OXBERG;Bookcases & shelving units;1255.0
429;BESTÅ;Bookcases & shelving units;770.0
430;BESTÅ;Bookcases & shelving units;510.0
431;IVAR;Bookcases & shelving units;775.0
432;KOLBJÖRN;Bookcases & shelving units;1265.0
433;HEDRA;Bookcases & shelving units;9.0
434;BESTÅ;Bookcases & shelving units;15.0
435;JONAXEL;Bookcases & shelving units;20.0
436;BAGGANÄS;Bookcases & shelving units;27.0
437;ÖSTERNÄS;Bookcases & shelving units;49.0
438;BROR;Bookcases & shelving units;580.0
439;ALGOT;Bookcases & shelving units;30.0
440;EKET;Bookcases & shelving units;625.0
441;BESTÅ;Bookcases & shelving units;1081.0
442;SKUBB;Bookcases & shelving units;49.0
443;IVAR;Bookcases & shelving units;49.0
444;BROR;Bookcases & shelving units;645.0
445;HYLLIS;Bookcases & shelving units;25.0
446;KOLBJÖRN;Bookcases & shelving units;570.0
447;KALLAX;Bookcases & shelving units;75.0
448;JONAXEL;Bookcases & shelving units;115.0
449;IVAR;Bookcases & shelving units;345.0
450;EDVALLA;Bookcases & shelving units;25.0
451;JONAXEL;Bookcases & shelving units;195.0
452;JONAXEL;Bookcases & shelving units;515.0
453;ALGOT;Bookcases & shelving units;9.0
454;SVALNÄS;Bookcases & shelving units;45.0
455;BESTÅ;Bookcases & shelving units;30.0
456;EKET;Bookcases & shelving units;268.0
457;BESTÅ;Bookcases & shelving units;1155.0
458;BESTÅ / EKET;Bookcases & shelving units;1578.0
459;IVAR;Bookcases & shelving units;371.0
460;BAGGANÄS;Bookcases & shelving units;27.0
461;SKÅDIS;Bookcases & shelving units;6.0
462;HAVSTA;Bookcases & shelving units;695.0
463;EKET;Bookcases & shelving units;75.0
464;BROR;Bookcases & shelving units;1710.0
465;BILLY;Bookcases & shelving units;305.0
466;BESTÅ;Bookcases & shelving units;910.0
467;IVAR;Bookcases & shelving units;2275.0
468;EKET;Bookcases & shelving units;375.0
469;EKET;Bookcases & shelving units;515.0
470;JONAXEL;Bookcases & shelving units;170.0
471;NANNARP;Bookcases & shelving units;40.0
472;ENERYDA;Bookcases & shelving units;22.0
473;EKET;Bookcases & shelving units;12.0
474;BESTÅ;Bookcases & shelving units;795.0
475;BESTÅ;Bookcases & shelving units;150.0
476;BILLY / MORLIDEN;Bookcases & shelving units;315.0
477;IVAR;Bookcases & shelving units;1020.0
478;KALLAX;Bookcases & shelving units;745.0
479;EKET;Bookcases & shelving units;2020.0
480;ALGOT;Bookcases & shelving units;9.0
481;KOLBJÖRN;Bookcases & shelving units;225.0
482;BESTÅ;Bookcases & shelving units;25.0
483;JONAXEL;Bookcases & shelving units;200.0
484;EKET;Bookcases & shelving units;79.0
485;ALGOT;Bookcases & shelving units;271.2
486;KALLAX;Bookcases & shelving units;555.0
487;EKET;Bookcases & shelving units;175.0
488;IVAR;Bookcases & shelving units;25.0
489;BROR;Bookcases & shelving units;85.0
490;JONAXEL;Bookcases & shelving units;95.0
491;BESTÅ;Bookcases & shelving units;1380.0
492;EKET;Bookcases & shelving units;255.0
493;EKET;Bookcases & shelving units;45.0
494;BESTÅ BURS;Bookcases & shelving units;1195.0
495;HEJNE;Bookcases & shelving units;35.0
496;BILLY;Bookcases & shelving units;80.0
497;STUBBARP;Bookcases & shelving units;35.0
498;ENERYDA;Bookcases & shelving units;17.0
499;BESTÅ;Bookcases & shelving units;375.0
500;BROR;Bookcases & shelving units;345.0
501;BILLY;Bookcases & shelving units;30.0
502;BESTÅ;Bookcases & shelving units;110.0
503;BILLSBRO;Bookcases & shelving units;35.0
504;IVAR;Bookcases & shelving units;1155.0
505;OLAUS;Bookcases & shelving units;29.0
506;HEMNES;Bookcases & shelving units;556.0
507;SELSVIKEN;Bookcases & shelving units;60.0
508;BILLY / MORLIDEN;Bookcases & shelving units;695.0
509;KALLAX;Bookcases & shelving units;755.0
510;VITTSJÖ;Bookcases & shelving units;640.0
511;BILLSBRO;Bookcases & shelving units;55.0
512;GLASSVIK;Bookcases & shelving units;175.0
513;BILLY / OXBERG;Bookcases & shelving units;500.0
514;BESTÅ;Bookcases & shelving units;2534.5
515;GALANT;Bookcases & shelving units;575.0
516;LAPPVIKEN;Bookcases & shelving units;38.5
517;EKET;Bookcases & shelving units;15.0
518;EKET;Bookcases & shelving units;1044.0
519;SKUBB;Bookcases & shelving units;49.0
520;BESTÅ;Bookcases & shelving units;475.0
521;BROR;Bookcases & shelving units;565.0
522;EKET;Bookcases & shelving units;94.0
523;SVALNÄS;Bookcases & shelving units;100.0
524;ALGOT;Bookcases & shelving units;20.0
525;BROR;Bookcases & shelving units;105.0
526;NOTVIKEN;Bookcases & shelving units;100.0
527;OXBERG;Bookcases & shelving units;200.0
528;BESTÅ;Bookcases & shelving units;475.0
529;BESTÅ;Bookcases & shelving units;25.0
530;BERGHALLA;Bookcases & shelving units;22.0
531;BILLY / MORLIDEN;Bookcases & shelving units;925.0
532;IVAR;Bookcases & shelving units;45.0
533;BESTÅ;Bookcases & shelving units;1570.0
534;BAGGANÄS;Bookcases & shelving units;22.0
535;BILLY / OXBERG;Bookcases & shelving units;995.0
536;SVALNÄS;Bookcases & shelving units;450.0
537;BOTTNA;Bookcases & shelving units;45.0
538;SULARP;Bookcases & shelving units;45.5
539;JONAXEL;Bookcases & shelving units;25.0
540;ALGOT;Bookcases & shelving units;429.0
541;BROR;Bookcases & shelving units;95.0
542;HYLLIS;Bookcases & shelving units;186.0
543;BILLY / BOTTNA;Bookcases & shelving units;245.0
544;KALLAX;Bookcases & shelving units;615.0
545;BILLY / OXBERG;Bookcases & shelving units;1330.0
546;BESTÅ / EKET;Bookcases & shelving units;1469.0
547;BILLY;Bookcases & shelving units;915.0
548;BESTÅ;Bookcases & shelving units;4260.0
549;ALGOT;Bookcases & shelving units;302.0
550;JONAXEL;Bookcases & shelving units;660.0
551;ALGOT;Bookcases & shelving units;183.6
552;ENERYDA;Bookcases & shelving units;35.0
553;IVAR;Bookcases & shelving units;795.0
554;BILLY / BOTTNA;Bookcases & shelving units;235.0
555;BROR;Bookcases & shelving units;515.0
556;ENERYDA;Bookcases & shelving units;35.0
557;BESTÅ;Bookcases & shelving units;225.0
558;BESTÅ;Bookcases & shelving units;25.0
559;BESTÅ;Bookcases & shelving units;100.0
560;IVAR;Bookcases & shelving units;612.0
561;JONAXEL;Bookcases & shelving units;140.0
562;IVAR;Bookcases & shelving units;592.0
563;BESTÅ;Bookcases & shelving units;1390.0
564;HEMNES;Bookcases & shelving units;2346.0
565;BILLY / MORLIDEN;Bookcases & shelving units;415.0
566;BROR;Bookcases & shelving units;95.0
567;BROR;Bookcases & shelving units;855.0
568;IVAR;Bookcases & shelving units;350.0
569;JONAXEL;Bookcases & shelving units;390.0
570;BILLY / OXBERG;Bookcases & shelving units;1790.0
571;JONAXEL;Bookcases & shelving units;490.0
572;BESTÅ;Bookcases & shelving units;990.0
573;BILLY / OXBERG;Bookcases & shelving units;1735.0
574;NOTVIKEN;Bookcases & shelving units;60.0
575;BESTÅ;Bookcases & shelving units;1620.0
576;BILLY / OXBERG;Bookcases & shelving units;1570.0
577;LIATORP;Bookcases & shelving units;3435.0
578;BROR;Bookcases & shelving units;495.0
579;MÖLLARP;Bookcases & shelving units;17.0
580;BROR;Bookcases & shelving units;375.0
581;HACKÅS;Bookcases & shelving units;17.0
582;HACKÅS;Bookcases & shelving units;32.0
583;ALGOT;Bookcases & shelving units;10.0
584;BESTÅ;Bookcases & shelving units;125.0
585;BESTÅ;Bookcases & shelving units;225.0
586;IVAR;Bookcases & shelving units;45.0
587;HEJNE;Bookcases & shelving units;735.0
588;BESTÅ;Bookcases & shelving units;135.0
589;SVALNÄS;Bookcases & shelving units;660.0
590;KALLAX;Bookcases & shelving units;695.0
591;KOLBJÖRN;Bookcases & shelving units;1140.0
592;IVAR;Bookcases & shelving units;588.0
593;ORRNÄS;Bookcases & shelving units;17.0
594;JONAXEL;Bookcases & shelving units;70.0
595;BILLY / OXBERG;Bookcases & shelving units;1480.0
596;IVAR;Bookcases & shelving units;636.0
597;BESTÅ;Bookcases & shelving units;75.0
598;VEBERÖD;Bookcases & shelving units;645.0
599;BILLY;Bookcases & shelving units;1085.0
600;IVAR;Bookcases & shelving units;1137.0
601;BESTÅ;Bookcases & shelving units;1150.0
602;EKET;Bookcases & shelving units;1830.0
603;IVAR;Bookcases & shelving units;135.0
604;HAVSTA;Bookcases & shelving units;625.0
605;SVALNÄS;Bookcases & shelving units;2605.0
606;BESTÅ;Bookcases & shelving units;1824.5
607;ALGOT;Bookcases & shelving units;130.0
608;BESTÅ;Bookcases & shelving units;595.0
609;BESTÅ;Bookcases & shelving units;1645.0
610;JONAXEL;Bookcases & shelving units;830.0
611;BAGGANÄS;Bookcases & shelving units;35.0
612;KOLBJÖRN;Bookcases & shelving units;450.0
613;JONAXEL;Bookcases & shelving units;150.0
614;SELSVIKEN;Bookcases & shelving units;125.0
615;BESTÅ;Bookcases & shelving units;25.0
616;EKET;Bookcases & shelving units;15.0
617;BILLSBRO;Bookcases & shelving units;19.0
618;HACKÅS;Bookcases & shelving units;50.0
619;LAPPVIKEN;Bookcases & shelving units;45.0
620;BESTÅ;Bookcases & shelving units;60.0
621;BESTÅ;Bookcases & shelving units;25.0
622;LAPPVIKEN;Bookcases & shelving units;45.0
623;MOSSARYD;Bookcases & shelving units;29.0
624;BROR;Bookcases & shelving units;90.0
625;KALLAX;Bookcases & shelving units;745.0
626;IVAR;Bookcases & shelving units;45.0
627;BROR;Bookcases & shelving units;495.0
628;BILLY;Bookcases & shelving units;100.0
629;LAXVIKEN;Bookcases & shelving units;175.0
630;KALLAX;Bookcases & shelving units;1350.0
631;IVAR;Bookcases & shelving units;674.0
632;IVAR;Bookcases & shelving units;1085.0
633;IVAR;Bookcases & shelving units;45.0
634;VASSVIKEN;Bookcases & shelving units;150.0
635;EKET;Bookcases & shelving units;414.0
636;BESTÅ;Bookcases & shelving units;2710.0
637;BROR;Bookcases & shelving units;1035.0
638;BESTÅ;Bookcases & shelving units;2930.0
639;HAVSTA;Bookcases & shelving units;2235.0
640;JONAXEL;Bookcases & shelving units;990.0
